latitude,longitude
51.0930343,-114.2008190
51.0929541,-114.2115601
51.0874680,-114.1920130
51.0874728,-114.1894245
51.1057447,-114.1908653
51.1136116,-114.1939488
51.1201389,-114.2158037
51.1218674,-114.2164763
51.0077478,-114.1148021
51.0529957,-114.1141909
51.0529988,-114.1117105
51.0562680,-114.0800680
51.0926801,-114.1632072
51.0997202,-114.1392247
51.1002911,-114.1367373
50.9364846,-114.1292165
51.0697054,-114.0514599
50.9787834,-114.0581555
50.9016177,-114.1034202
51.0601157,-114.0477293
51.0409373,-114.0962837
51.0867672,-114.1377922
51.0512906,-114.1520358
51.0239334,-114.1809680
50.9862976,-114.0898941
51.0105068,-114.0776767
51.0100580,-114.0797575
50.9349654,-114.0407001
50.9445978,-114.0410132
50.9317819,-114.0469366
50.9430493,-114.0425151
50.9246294,-114.0333423
50.9936724,-114.0139023
50.9936280,-114.0114757
50.9905737,-114.0095118
50.9975456,-114.1303895
51.0002343,-114.1360143
50.9016371,-114.0329773
50.9016016,-114.0305000
51.0276650,-114.1587966
51.0231828,-114.1548275
51.0299385,-114.1590544
50.9143691,-113.9274434
51.0297057,-114.1152759
51.0769258,-113.9705347
51.0741987,-113.9675319
50.9560853,-114.1017575
50.9636482,-114.1053582
51.0311209,-113.8387818
51.0274862,-113.8403249
51.0484134,-113.8358419
51.0468529,-113.8359723
51.0345516,-114.1945166
51.0306152,-113.8275096
51.0305860,-113.8278011
51.0979451,-114.1396588
51.0456913,-114.1805650
50.9438973,-114.0866573
50.9669377,-114.1314711
51.0680541,-114.1976382
51.1111215,-114.1695304
50.9583267,-114.1332277
51.0724844,-114.2179340
51.0218198,-113.9921490
51.0296161,-113.9799558
51.0321732,-114.1455160
51.0747097,-114.0704626
51.0747309,-114.0728213
51.1096554,-114.1542865
51.0914576,-114.1484560
51.0781242,-114.1147345
51.0814804,-114.1163528
51.0927872,-114.1613664
51.0928942,-114.1595830
51.0552042,-114.1009195
51.0566632,-114.1009186
51.0592434,-114.0932468
51.1433854,-114.1485216
51.0852530,-114.1501645
51.1242764,-114.1398415
51.0965695,-114.1362292
51.1040346,-114.1352275
51.0918027,-114.0100297
51.0924808,-114.0798377
51.0921513,-114.0768396
51.0719067,-114.1096129
51.0997926,-113.9338694
51.0542846,-114.0491698
51.0154103,-114.1453872
51.0205437,-114.1362256
50.9281296,-114.0381780
51.0856985,-114.0631858
50.9552645,-114.0832471
51.0930700,-114.0782969
51.0738417,-114.0172507
51.1461673,-114.1873888
51.1622900,-114.0892260
50.9674797,-114.0871276
50.9554227,-114.0881203
51.1188016,-114.1792770
51.1198865,-114.1817472
51.1590390,-114.1479272
51.0746641,-114.1586917
51.1346665,-114.2095926
50.9752366,-114.0799661
50.9755310,-114.0830635
51.1306835,-114.1785134
51.1343558,-114.1779441
51.1455214,-114.1739521
51.1336120,-114.1562404
50.9509971,-114.0433190
50.9397845,-114.0618489
51.1396565,-114.1071435
51.1391846,-114.1041367
51.1456461,-114.2222477
51.1329525,-114.2065365
51.0076297,-114.0953353
50.9214159,-114.0093714
51.1306710,-114.1945504
50.9053620,-114.0534910
50.9045038,-114.0466044
50.9006032,-114.0469689
50.9389446,-114.1071836
51.0387353,-114.1229624
51.0416708,-114.1102207
51.1193386,-114.2496703
51.1175621,-114.2452709
50.9084164,-114.0874859
50.9093458,-114.0804059
51.0975689,-114.0857080
51.0992603,-114.0750054
51.0629497,-114.1115199
51.0187700,-114.1080854
50.9152265,-114.0550902
50.9143910,-114.0520302
50.9555086,-114.1284531
51.0854820,-113.9456649
51.0859683,-113.9402795
51.0441835,-114.1540870
51.0441885,-114.1515514
50.9093946,-114.0851636
50.9749118,-114.0643635
51.1228165,-114.2437381
51.1502548,-114.1195269
51.1502955,-114.1170298
51.1509343,-114.1105657
51.0124094,-114.1201051
51.0263876,-113.9908512
51.0401623,-113.9764610
51.0437754,-114.2256172
51.1644809,-114.0455885
51.1655121,-114.0511098
50.9186084,-114.0882083
50.9309083,-114.0180731
51.1574097,-114.0785666
51.0296024,-113.9774606
51.0296066,-113.9753870
51.0416073,-113.9523137
51.0472659,-113.9833381
51.0344171,-114.0197879
50.9845573,-114.0115585
50.9271212,-113.9668925
50.8877959,-113.9761593
50.9075084,-113.9892850
51.1173227,-113.9283247
51.0589855,-113.9415795
51.0868929,-114.0698109
51.0903163,-114.1238303
51.0909401,-114.1226695
50.9957493,-114.1270729
51.1557220,-114.0857667
51.0837827,-113.9721598
51.0876547,-113.9682913
51.0888271,-113.9689709
51.0918568,-113.9689891
51.0751656,-113.9706712
51.0741420,-113.9676611
51.0768513,-113.9705998
51.0758390,-113.9624269
51.0870517,-113.9528904
51.0993511,-113.9453118
51.0389302,-113.9750056
51.0424830,-113.9688287
51.1651382,-114.1177762
51.1469764,-114.0594688
51.0630944,-114.0186888
51.1119699,-114.0772401
51.1295099,-113.9412974
51.1368249,-113.9371192
51.1215304,-113.9374734
51.1163303,-113.9381937
51.0738387,-113.9457929
51.0560988,-113.9652527
51.0601812,-113.9687700
51.0630300,-113.9694121
51.0719100,-114.1027619
51.0727959,-114.1033637
51.1031354,-113.9528471
51.1047212,-113.9449345
51.1317409,-114.0794012
51.1317028,-114.0826395
50.9394750,-114.0233086
50.9352855,-113.9831483
50.9239163,-113.9819132
50.9413587,-113.9903518
50.9325567,-114.0186680
50.9578267,-114.0607583
50.9456651,-114.0611586
50.9676367,-114.0535536
50.9695591,-114.0546229
50.9695769,-114.0624913
50.9731806,-114.0619553
51.0206534,-113.9789780
51.0931229,-113.9418310
50.9169106,-114.1067885
50.9145559,-114.1223743
50.9931471,-114.0928136
51.1064679,-113.9427946
51.1013826,-113.9390580
51.0748274,-113.9490460
51.0719201,-113.9466421
51.0701978,-113.9453332
51.0618678,-113.9279386
51.0226734,-113.9656662
51.1681877,-114.0873371
50.9104837,-113.9362153
50.9063057,-113.9847438
50.9841336,-114.0597633
50.9839801,-114.0576008
50.9614281,-114.0450118
50.9619804,-114.0417703
51.0461083,-113.9488963
51.0456961,-113.9452012
51.0479576,-113.9429144
51.0636760,-113.9629721
51.0442779,-113.9604589
51.0430644,-113.9644855
51.0492409,-113.9647686
51.0637484,-113.9452079
51.1159031,-113.9665084
51.0774912,-113.9304263
51.0635310,-114.0409123
51.0646607,-114.0404688
51.0565576,-113.9457486
51.0571340,-113.9474795
51.1575144,-114.0657972
51.0657023,-114.0471127
51.0486851,-114.1805062
50.9739689,-114.0100725
50.9722323,-114.0182736
51.0410337,-114.1440932
51.0498556,-114.2057536
50.9535555,-114.0586865
51.0575496,-114.2064513
51.0225755,-114.1433325
50.9686081,-114.1133158
51.0277479,-114.1343647
51.0277321,-114.1390489
51.1764532,-114.1029384
51.0583833,-114.2168755
50.9025316,-114.1104632
50.9473558,-114.0780603
50.8867472,-113.9869939
50.8977389,-114.0848190
50.8847087,-114.0291158
50.8827917,-114.0452145
51.0350684,-114.0939001
50.9214949,-113.9596557
50.9425621,-114.0848665
51.0605545,-114.0471541
51.1094456,-114.1935610
51.1116358,-114.0579507
51.1018558,-114.0685007
51.1194463,-114.0798505
51.1174391,-114.0810862
51.0366550,-114.0679287
51.0364126,-114.0769604
50.9579692,-114.0878782
51.0845381,-114.1616672
51.0395980,-114.2247101
50.9173101,-113.9445702
50.9040883,-114.1150980
51.1281541,-114.2509606
51.0456871,-113.9875418
51.0458986,-113.9891250
51.0459297,-113.9921848
50.9105787,-113.9701323
50.9195056,-113.9537031
50.8743137,-113.9684813
51.0710653,-114.0839821
50.8934110,-113.9496467
51.0249737,-114.0752471
50.8967853,-113.9624745
51.0443401,-114.1592828
51.0852433,-114.0881766
51.0863920,-114.0899103
51.0858384,-114.1036663
51.0779448,-114.0928625
51.0676243,-114.0662244
51.0325206,-114.1168174
51.0362293,-114.1906107
51.0564014,-113.9299877
51.0093642,-114.1104376
51.0106757,-114.1211052
51.0138627,-114.0990764
51.0403712,-113.9919336
51.0883357,-114.1162785
50.9213333,-113.9371747
51.0224861,-114.0894188
51.0803999,-114.0522723
51.0368589,-114.1971013
51.0368537,-114.1945679
51.0149483,-114.0990829
51.0365782,-114.0633596
50.9862414,-114.0848435
50.9908642,-114.0803473
51.0218352,-113.8122992
51.0302321,-114.0821294
51.0289379,-114.0605356
51.0196582,-114.0821930
50.9753451,-114.0890786
51.0164435,-114.1473977
51.0006980,-114.1131118
51.0065853,-114.1136131
51.0179092,-114.1146679
51.0064711,-114.0987724
51.0152818,-114.1161158
51.0416355,-114.0877283
51.1787279,-114.1197639
50.8829753,-113.9778200
50.9987069,-114.1142239
50.9649876,-114.0504130
50.9981473,-114.0850629
50.9686876,-114.0889180
50.9620817,-114.1053014
50.9232633,-114.0673054
51.1494749,-114.2238882
51.0311195,-114.1947050
51.1316976,-113.9281908
51.1308686,-113.9558318
51.1587978,-113.9563831
51.1225425,-113.9490761
51.1047251,-113.9617035
51.1075182,-113.9559627
51.0712769,-113.9737554
51.0323773,-113.9868834
51.0465098,-113.9592282
51.0772285,-113.9562686
51.0373965,-113.9838001
51.0349873,-114.0388980
50.9748507,-114.0536298
51.0332457,-114.0459140
51.0846156,-114.1023158
51.0407891,-114.2161229
50.8914841,-114.1605986
51.0357152,-114.0681605
51.0626168,-114.1238029
51.0616179,-114.0663744
51.1036721,-114.1659577
50.9586272,-114.0821399
50.9116629,-114.1121067
50.9869462,-114.0515281
51.0583680,-114.2147693
50.9735640,-114.0772549
51.0637551,-114.1425001
50.9540892,-114.2677269
50.9516055,-114.2679146
50.8808747,-114.0852844
51.1120122,-114.2148889
51.0944220,-114.0596589
51.0376483,-114.1243695
51.0376707,-114.1014392
50.8587335,-114.0269071
51.0360838,-114.1075666
50.9206425,-114.1161752
50.9488331,-114.1527028
51.0190942,-114.1225955
51.0688061,-114.3481373
51.0797728,-114.3541161
51.1509078,-114.2782212
51.1873293,-114.1896925
50.8959837,-113.9538278
50.8881425,-113.9472545
50.9014762,-113.9238890
51.0463644,-114.0821481
50.8779435,-113.9711512
51.1672760,-114.0666795
51.1576052,-114.0468648
51.0709286,-114.1328457
51.0698531,-114.1327572
51.0820760,-114.0966895
51.1129565,-114.1611539
51.0493027,-114.1364922
51.0579815,-114.1310754
51.0588227,-114.0070855
51.0596454,-114.0073029
51.0647053,-114.0112910
51.0517543,-114.0330831
51.0241886,-114.1885377
50.9677808,-114.0450344
50.9338086,-114.0221533
50.9487246,-114.0878055
50.8973225,-114.0659742
50.8857311,-114.0831685
50.8953732,-113.9682226
50.8783940,-113.9435233
50.9990527,-114.0481765
50.8884649,-113.9470804
51.0693909,-114.0085475
51.0552694,-114.0343773
51.0942403,-114.3553223
51.0636366,-114.1088504
51.1235581,-113.9588217
51.0698773,-114.1513011
51.1529824,-114.2031372
51.1523026,-114.2036854
51.0589161,-113.8679083
